cosine	jaccard	channels	band	theme_a	theme_b	name_a	name_b	freq_a	freq_b
0.6491	0.5000	dense+lexical	drop	morte	morte_e_dissoluzione	La morte	Morte e dissoluzione	11	1
0.6490		dense	drop	amore_umano	divinita_umana	Amore umano	Divinità umana	1	1
0.6489		dense	drop	amicizia_e_fedelta	cecita_di_adriano_davanti_all_agonia	Amicizia e fedeltà	Cecità e menzogna	1	1
0.6487		dense	drop	governo_e_giustizia	potere_e_percezione_pubblica	Governo e giustizia	Potere e percezione pubblica	1	1
0.6487	0.3333	dense+lexical	drop	malinconia_e_solitudine	solitudine_della_morte	Malinconia e solitudine	Solitudine della morte	1	1
0.6486		dense	drop	amore_e_incontro	bellezza_e_arte	Amore e incontro	Bellezza e arte	1	1
0.6485		dense	drop	pace_romana	potenza_romana_sacrale	La pace romana	Potenza romana sacrale e pacifica	1	1
0.6482		dense	drop	giovinezza_come_eta_rozza	tempo_e_vecchiaia	La giovinezza	Tempo e vecchiaia	1	1
0.6482	0.5000	dense+lexical	drop	immortalita	memoria_e_immortalita	Immortalità	Memoria e immortalità	3	6
0.6480		dense	drop	morte_e_aldila	morte_e_desiderio_di_morire	Morte e aldilà	La morte e il desiderio di morire	2	1
0.6476	0.3333	dense+lexical	drop	buon_governo	governo_e_giustizia	Buon governo	Governo e giustizia	1	1
0.6473	0.3333	dense+lexical	drop	amore_e_incontro	amore_erotico	Amore e incontro	Amore erotico	1	1
0.6467	0.3333	dense+lexical	drop	mimesi_del_potere	sete_di_potere	Mimesi del potere	Sete di potere	1	1
0.6466		dense	drop	antinoo_come_genio_imperiale	trasfigurazione_di_antinoo	Antinoo come Genio imperiale	Trasfigurazione divina di Antinoo	1	1
0.6466	0.3333	dense+lexical	drop	amore_e_dipendenza	amore_umano	Amore e dipendenza	Amore umano	1	1
0.6466	0.3333	dense+lexical	drop	amore_e_volutta	amore_umano	Amore e voluttà	Amore umano	1	1
0.6465		dense	drop	formazione	vocazione_militare	Formazione	Vocazione militare	1	1
0.6464	0.3333	dense+lexical	drop	amore_e_colpa	amore_eroico	Amore e colpa	Amore eroico	1	3
0.6464		dense	drop	guerra_e_violenza	potere_e_macchina_militare	Guerra e violenza	Potere e macchina militare	1	1
0.6460		dense	drop	ellenismo_e_romanita	ellenizzazione_di_adriano	Ellenismo e romanità	Ellenizzazione	1	1
0.6460		dense	drop	dedizione_come_destino	morte_come_devozione	Dedizione come destino	Morte come devozione	1	1
0.6457		dense	drop	amore_e_potere	peso_dell_amore	Amore e potere	Il peso dell'amore	1	1
0.6457		dense	drop	ellenismo_e_unita_greca	ellenizzazione_di_adriano	Ellenismo e unità greca	Ellenizzazione	1	1
0.6455		dense	drop	formazione_e_identita	trasformazione_di_antinoo__theme	Formazione e identità	Trasformazione e maturazione	1	1
0.6454		dense	drop	misteri_e_ineffabile	piacere_elementare_e_sacro	Il sacro e l'ineffabile	Piacere elementare e sacro	1	1
0.6453		dense	drop	ambizione_e_calcolo	conoscenza_e_metodo	Ambizione e calcolo	Conoscenza e metodo	1	1
0.6450	0.3333	dense+lexical	drop	amore	amore_eroico	L'amore	Amore eroico	3	3
0.6449		dense	drop	autoconoscenza_prima_della_morte	conoscenza_e_metodo	Autoconoscenza e morte	Conoscenza e metodo	1	1
0.6448		dense	drop	autoconoscenza	conoscenza_e_metodo	Autoconoscenza	Conoscenza e metodo	1	1
0.6447		dense	drop	astinenza_e_liberta	rinuncia_e_morte_come_liberazione	Astinenza e libertà	Rinuncia e morte come liberazione	1	1
0.6447		dense	drop	diritto_e_riforma	fiducia_e_rischio	Diritto e riforma	Fiducia e rischio	1	1
0.6446		dense	drop	insuccesso	morte_e_potere	Insuccesso e limite del potere	Morte e potere	1	1
0.6442		dense	drop	memoria_autentica	memoria_e_tempo_soggettivo	Memoria autentica	Memoria e tempo soggettivo	1	1
0.6441		dense	drop	conoscenza_e_metodo	diritto_e_riforma	Conoscenza e metodo	Diritto e riforma	1	1
0.6439	0.3333	dense+lexical	drop	memoria_e_oblio	oblio	Memoria e oblio	L'oblio	1	1
0.6439	0.3333	dense+lexical	drop	amore	amore_e_incontro	L'amore	Amore e incontro	3	1
0.6437		dense	drop	astronomia_e_cosmo	cosmologia_eliocentrica	Astronomia e cosmo	Cosmologia e moto della terra	1	1
0.6432		dense	drop	amore_come_gioco_di_ruoli	peso_dell_amore	Amore come gioco di ruoli	Il peso dell'amore	1	1
0.6432		dense	drop	colpa_e_ingratitudine	pessimismo_e_delusione	Colpa e ingratitudine	Pessimismo e delusione	1	1
0.6430	0.3333	dense+lexical	drop	identita_con_il_nemico	liberta_e_identita	Identità con il nemico	Libertà e identità	1	1
0.6427		dense	drop	antinoo_come_genio_imperiale	culto_di_antinoo__theme	Antinoo come Genio imperiale	Culto di Antinoo	1	3
0.6426	0.3333	dense+lexical	drop	amore_e_potere	mimesi_del_potere	Amore e potere	Mimesi del potere	1	1
0.6426		dense	drop	ipocrisia_istituzionale	mediocrità_intellettuale	Ipocrisia istituzionale	Mediocrità intellettuale	1	1
0.6424		dense	drop	diritto_e_riforma	economia_e_giustizia_distributiva	Diritto e riforma	Economia e giustizia distributiva	1	1
0.6424	0.3333	dense+lexical	drop	identita_persistente	liberta_e_identita	Identità persistente	Libertà e identità	1	1
0.6424		dense	drop	amore_e_incontro	matrimonio_con_sabina__theme	Amore e incontro	Matrimonio e rito	1	1
0.6423	0.3333	dense+lexical	drop	politica_di_conquiste	politica_di_pace	Politica di conquiste	Politica di pace	1	1
0.6423		dense	drop	condizione_di_straniero_universale	simpatia_universale	Estraneità universale	Simpatia universale	1	1
0.6422		dense	drop	anima_e_corpo	bellezza_e_arte	Anima e corpo	Bellezza e arte	1	1
0.6420		dense	drop	adempimento_e_fine	disciplina	Adempimento e fine	Disciplina e ordine	1	1
0.6419		dense	drop	divinita_umana	visione_del_divino_come_forza_molteplice	Divinità umana	Il divino come forza molteplice	1	1
0.6417		dense	drop	solitudine_della_morte	suicidio	Solitudine della morte	Il suicidio	1	1
0.6417	0.3333	dense+lexical	drop	ambiguita_della_successione	successione_adottiva	Ambiguità della successione	Successione adottiva	2	1
0.6417		dense	drop	fiducia_e_rischio	intesa_politica_adriano_plotina_attiano	Fiducia e rischio	Intesa politica e complicità	1	1
0.6415		dense	drop	potere_e_moderazione	potere_e_ruolo_istituzionale	Potere e moderazione	Potere e ruolo istituzionale	1	1
0.6415		dense	drop	memoria_autentica	memoria_e_confronto_con_i_morti	Memoria autentica	Memoria e confronto con i morti	1	1
0.6414		dense	drop	amore_eroico_e_morte	amore_erotico	Amore eroico e morte	Amore erotico	1	1
0.6413	0.3333	dense+lexical	drop	morte_come_devozione	morte_e_potere	Morte come devozione	Morte e potere	1	1
0.6411	0.3333	dense+lexical	drop	natura_umana	sublimita_della_natura	Natura umana	Sublimità della natura	1	1
0.6410		dense	drop	conoscenza_e_metodo	disciplina	Conoscenza e metodo	Disciplina e ordine	1	1
0.6410		dense	drop	diritto_e_legge	protezione_di_adriano_verso_antinoo	Diritto e legge	Protezione e cura	1	1
0.6409		dense	drop	memoria_e_somiglianza	rivalita_e_umiliazione	Memoria e somiglianza	Rivalità e umiliazione	1	1
0.6406		dense	drop	amore_e_incontro	anima_e_corpo	Amore e incontro	Anima e corpo	1	1
0.6406		dense	drop	morte_e_desiderio_di_morire	morte_e_dissoluzione	La morte e il desiderio di morire	Morte e dissoluzione	1	1
0.6405	0.3333	dense+lexical	drop	morte_e_potere	morte_propria	Morte e potere	La propria morte	1	1
0.6402		dense	drop	identita_di_roma_e_dell_impero	memoria_e_identita	Identità di Roma e dell'impero	Memoria e identità	1	1
0.6402		dense	drop	adempimento_e_fine	ordine_nello_stato	Adempimento e fine	Ordine e disciplina	1	1
0.6401		dense	drop	diplomazia_con_i_barbari	fiducia_e_rischio	Diplomazia e persuasione	Fiducia e rischio	1	1
0.6401		dense	drop	amore	peso_dell_amore	L'amore	Il peso dell'amore	3	1
0.6397	0.3333	dense+lexical	drop	amore_e_potere	sete_di_potere	Amore e potere	Sete di potere	1	1
0.6396		dense	drop	magia_e_occulto	misteri_eleusini	Magia e occulto	Misteri e iniziazione	1	1
0.6394		dense	drop	contatto_e_conoscenza	identita_e_autoconoscenza	Contatto e conoscenza	Identità e autoconoscenza	1	1
0.6389	0.3333	dense+lexical	drop	insonnia	oblio	L'insonnia	L'oblio	1	1
0.6389		dense	drop	lutto_e_dolore	nostalgia_e_malinconia_del_desiderio	Lutto e dolore	Nostalgia e malinconia	1	1
0.6388		dense	drop	limiti_del_potere	sogno_del_filosofo_re	Limiti del potere	Il filosofo al potere	1	1
0.6387		dense	drop	governo_e_giustizia	guerra_e_violenza	Governo e giustizia	Guerra e violenza	1	1
0.6387		dense	drop	culti_misterici_orientali	magia_e_morte_rituale	Culti misterici orientali	Magia e morte rituale	1	1
0.6381	0.3333	dense+lexical	drop	identita_con_il_nemico	identita_persistente	Identità con il nemico	Identità persistente	1	1
0.6379		dense	drop	amicizia_e_fedelta	verita_e_decoro	Amicizia e fedeltà	Verità e decoro	1	1
0.6376		dense	drop	rinuncia_e_austerita	rinuncia_e_morte_come_liberazione	Rinuncia e austerità	Rinuncia e morte come liberazione	1	1
0.6375	0.3333	dense+lexical	drop	pace_e_commercio	pace_romana	Pace e commercio	La pace romana	1	1
0.6375	0.3333	dense+lexical	drop	tecnica_di_vita	vita_intellettuale	Tecnica di vita	Vita intellettuale	1	1
0.6374		dense	drop	amore_e_colpa	peso_dell_amore	Amore e colpa	Il peso dell'amore	1	1
0.6372		dense	drop	colpa_e_ingratitudine	lutto_e_dolore	Colpa e ingratitudine	Lutto e dolore	1	1
0.6369		dense	drop	esercito_come_civilizzazione	vigore_e_bellezza_militare	Esercito come strumento di civilizzazione	Vigore e bellezza militare	1	1
0.6369		dense	drop	ambizione_e_calcolo	fiducia_e_rischio	Ambizione e calcolo	Fiducia e rischio	1	1
0.6368		dense	drop	distacco_da_antiochia	piacere_e_distrazione	Distacco e disincanto	Piacere e distrazione	1	1
0.6368	0.3333	dense+lexical	drop	corpo_e_spirito	spirito_dei_tempi	Corpo e spirito	Spirito dei tempi	1	1
0.6366		dense	drop	amore_e_potere	sogno_del_filosofo_re	Amore e potere	Il filosofo al potere	1	1
0.6365		dense	drop	diplomazia_e_pace	guerra_e_violenza	Diplomazia e pace	Guerra e violenza	1	1
0.6364	0.3333	dense+lexical	drop	amore_e_dipendenza	amore_erotico	Amore e dipendenza	Amore erotico	1	1
0.6363		dense	drop	caccia	schiavitu	La caccia	La schiavitù	1	1
0.6363		dense	drop	piacere_e_distrazione	piacere_elementare_e_sacro	Piacere e distrazione	Piacere elementare e sacro	1	1
0.6360		dense	drop	diritto_e_legge	potere_e_successione	Diritto e legge	Potere e successione	1	1
0.6358		dense	drop	amore_e_volutta	sacrificio_del_falcone	Amore e voluttà	Sacrificio e dono	1	1
0.6355		dense	drop	colpa_e_responsabilita	governo_e_giustizia	Colpa e responsabilità	Governo e giustizia	1	1
0.6354	0.5000	dense+lexical	drop	devozione	morte_come_devozione	Devozione	Morte come devozione	1	1
0.6352	0.3333	dense+lexical	drop	amore_e_incontro	amore_eroico	Amore e incontro	Amore eroico	1	3
0.6351		dense	drop	formazione_e_identita	identita_di_roma_e_dell_impero	Formazione e identità	Identità di Roma e dell'impero	1	1
0.6349		dense	drop	i_sogni	misteri	I sogni	I Misteri	1	1
0.6349	0.3333	dense+lexical	drop	sete_di_potere	volonta_di_potere	Sete di potere	Volontà di potere	1	1
0.6348		dense	drop	guerra_e_violenza	pace_e_commercio	Guerra e violenza	Pace e commercio	1	1
0.6347		dense	drop	arte_di_governare	potere_e_moderazione	Arte di governare	Potere e moderazione	1	1
0.6346		dense	drop	corpo	lutto_per_antinoo	Il corpo	Il lutto	1	9
0.6346		dense	drop	corpo	lutto_per_antinoo__theme	Il corpo	Il lutto	1	9
0.6345		dense	drop	amore_come_gioco_di_ruoli	amore_erotico	Amore come gioco di ruoli	Amore erotico	1	1
0.6344		dense	drop	matrimonio_con_sabina__theme	potere_e_successione	Matrimonio e rito	Potere e successione	1	1
0.6344		dense	drop	rinuncia_e_austerita	solitudine_e_ritiro	Rinuncia e austerità	Solitudine e ritiro	1	1
0.6341		dense	drop	diplomazia_e_pace	diritto_e_riforma	Diplomazia e pace	Diritto e riforma	1	1
0.6338		dense	drop	esasperazione_politica	pessimismo_e_delusione	Esasperazione politica	Pessimismo e delusione	1	1
0.6336	0.3333	dense+lexical	drop	mediocrità_intellettuale	vita_intellettuale	Mediocrità intellettuale	Vita intellettuale	1	1
0.6335		dense	drop	culto_imperiale	limite_del_potere_imperiale	Culto imperiale	Limite del potere imperiale	1	1
0.6335		dense	drop	memoria_e_oblio	nostalgia_e_malinconia_del_desiderio	Memoria e oblio	Nostalgia e malinconia	1	1
0.6332	0.3333	dense+lexical	drop	identita_e_oblio_di_se	identita_persistente	Identità e oblio di sé	Identità persistente	1	1
0.6330		dense	drop	colpa_e_responsabilita	intesa_politica_adriano_plotina_attiano	Colpa e responsabilità	Intesa politica e complicità	1	1
0.6330		dense	drop	esercito_come_civilizzazione	urbanizzazione_e_civilta	Esercito come strumento di civilizzazione	Urbanizzazione e civiltà	1	1
0.6328		dense	drop	insuccesso	limiti_della_scrittura	Insuccesso e limite del potere	Limiti della scrittura	1	1
0.6326		dense	drop	diplomazia_con_i_barbari	pace_e_commercio	Diplomazia e persuasione	Pace e commercio	1	1
0.6326	0.3333	dense+lexical	drop	memoria_autentica	memoria_e_lutto	Memoria autentica	Memoria e lutto	1	1
0.6325		dense	drop	amore_e_perdita	sacrificio_del_falcone	Amore e perdita	Sacrificio e dono	1	1
0.6325		dense	drop	lutto_per_antinoo	morte_propria	Il lutto	La propria morte	9	1
0.6325		dense	drop	lutto_per_antinoo__theme	morte_propria	Il lutto	La propria morte	9	1
0.6320		dense	drop	azione_e_essere	formazione_e_identita	Azione e essere	Formazione e identità	1	1
0.6320		dense	drop	provvidenza_e_potere	sogno_del_filosofo_re	Provvidenza e potere	Il filosofo al potere	1	1
0.6320		dense	drop	guerra_d_usura_in_giudea	guerra_e_violenza	Guerra d'usura	Guerra e violenza	1	1
0.6319		dense	drop	diritto_e_riforma	disciplina	Diritto e riforma	Disciplina e ordine	1	1
0.6316		dense	drop	colpa_e_intenzione	fiducia_e_rischio	Colpa e intenzione	Fiducia e rischio	1	1
0.6316	0.3333	dense+lexical	drop	amore	amore_e_dipendenza	L'amore	Amore e dipendenza	3	1
0.6315		dense	drop	magia_e_morte_rituale	morte_e_desiderio_di_morire	Magia e morte rituale	La morte e il desiderio di morire	1	1
0.6315		dense	drop	conoscenza_e_metodo	ordine_nello_stato	Conoscenza e metodo	Ordine e disciplina	1	1
0.6315	0.5000	dense+lexical	drop	ambiguita_della_successione	successione	Ambiguità della successione	Successione	2	4
0.6313		dense	drop	legame_adriano_antinoo	sacrificio_del_falcone	Legame e devozione	Sacrificio e dono	1	1
0.6312		dense	drop	malattia_di_lucio	protezione_di_adriano_verso_antinoo	Malattia e declino	Protezione e cura	1	1
0.6311		dense	drop	limite_e_vecchiaia	limiti_della_scrittura	Limite e vecchiaia	Limiti della scrittura	1	1
0.6311	0.3333	dense+lexical	drop	misteri	misteri_eleusini	I Misteri	Misteri e iniziazione	1	1
0.6309	0.3333	dense+lexical	drop	declino_del_potere	morte_e_potere	Declino del potere	Morte e potere	1	1
0.6309	0.3333	dense+lexical	drop	morte_e_aldila	morte_e_risurrezione	Morte e aldilà	Morte e risurrezione	2	1
0.6308		dense	drop	diplomazia_con_i_barbari	provvidenza_e_potere	Diplomazia e persuasione	Provvidenza e potere	1	1
0.6307		dense	drop	potere_e_violenza_politica	sete_di_potere	Potere e violenza politica	Sete di potere	1	1
0.6306	0.3333	dense+lexical	drop	memoria_autentica	memoria_e_infanzia	Memoria autentica	Memoria e infanzia	1	1
0.6305		dense	drop	amore_e_perdita	peso_dell_amore	Amore e perdita	Il peso dell'amore	1	1
0.6305		dense	drop	intesa_politica_adriano_plotina_attiano	volonta_di_potere	Intesa politica e complicità	Volontà di potere	1	1
0.6305		dense	drop	limite_e_vecchiaia	scrittura_e_limiti_del_linguaggio	Limite e vecchiaia	Scrittura e limiti del linguaggio	1	1
0.6304		dense	drop	diritto_e_riforma	protezione_di_adriano_verso_antinoo	Diritto e riforma	Protezione e cura	1	1
0.6303		dense	drop	corpo	giovinezza_come_eta_rozza	Il corpo	La giovinezza	1	1
0.6302		dense	drop	autoconoscenza_prima_della_morte	autoformazione	Autoconoscenza e morte	Autoformazione	1	1
0.6300	0.3333	dense+lexical	drop	ambiguita_della_successione	potere_e_successione	Ambiguità della successione	Potere e successione	2	1
0.6300		dense	drop	bellezza_e_arte	corpo_e_anima	Bellezza e arte	Corpo e anima	1	1
0.6300		dense	drop	caccia	potere	La caccia	Il potere	1	1
0.6299		dense	drop	amore_e_dipendenza	piacere_e_distrazione	Amore e dipendenza	Piacere e distrazione	1	1
0.6299		dense	drop	diritto_e_riforma	ordine_nello_stato	Diritto e riforma	Ordine e disciplina	1	1
0.6296		dense	drop	architettura_e_cosmo	cosmologia_eliocentrica	Architettura e cosmo	Cosmologia e moto della terra	1	1
0.6293		dense	drop	magia_e_occulto	misteri	Magia e occulto	I Misteri	1	1
0.6291	0.3333	dense+lexical	drop	immortalita_di_roma	immortalita_poetica	Immortalità di Roma	Immortalità poetica	1	1
0.6289		dense	drop	ambizione_e_calcolo	diplomazia_con_i_barbari	Ambizione e calcolo	Diplomazia e persuasione	1	1
0.6288		dense	drop	costruire	potere	Il costruire	Il potere	1	1
0.6286		dense	drop	castita_e_piacere	sobrietà_e_piacere_del_cibo	Castità e piacere	Sobrietà e piacere del cibo	1	1
0.6285		dense	drop	disciplina	formazione_e_identita	Disciplina e ordine	Formazione e identità	1	1
0.6283		dense	drop	diritto_e_legge	matrimonio_con_sabina__theme	Diritto e legge	Matrimonio e rito	1	1
0.6282		dense	drop	magia_e_pratiche_proibite	misteri_eleusini	Magia e pratiche proibite	Misteri e iniziazione	1	1
0.6280		dense	drop	amore_e_dipendenza	astinenza_e_liberta	Amore e dipendenza	Astinenza e libertà	1	1
0.6280		dense	drop	astronomia_e_cosmo	diritto_e_legge	Astronomia e cosmo	Diritto e legge	1	1
0.6280		dense	drop	amicizia_e_fedelta	amore_e_dipendenza	Amicizia e fedeltà	Amore e dipendenza	1	1
0.6278		dense	drop	lutto_e_dolore	pessimismo_e_delusione	Lutto e dolore	Pessimismo e delusione	1	1
0.6272		dense	drop	amicizia_con_plotina	diplomazia	Amicizia	Diplomazia	1	1
0.6270	0.3333	dense+lexical	drop	culto_di_antinoo__theme	culto_di_mitra	Culto di Antinoo	Culto di Mitra	3	1
0.6269		dense	drop	coraggio	volonta_di_potere	Il coraggio	Volontà di potere	1	1
0.6268		dense	drop	corpo_e_anima	diritto_e_legge	Corpo e anima	Diritto e legge	1	1
0.6268		dense	drop	inadeguatezza_del_linguaggio_della_morte	scrittura_e_limiti_del_linguaggio	Inadeguatezza del linguaggio della morte	Scrittura e limiti del linguaggio	2	1
0.6267		dense	drop	morte_e_desiderio_di_morire	solitudine_della_morte	La morte e il desiderio di morire	Solitudine della morte	1	1
0.6266		dense	drop	grecia_vs_roma	lingua_greca	Grecia e Roma	La lingua greca	1	1
0.6266		dense	drop	antipatia_di_traiano_verso_adriano	pessimismo_e_delusione	Antipatia e diffidenza	Pessimismo e delusione	1	1
0.6264		dense	drop	piacere_e_distrazione	sobrietà_e_piacere_del_cibo	Piacere e distrazione	Sobrietà e piacere del cibo	1	1
0.6263		dense	drop	cancellazione_di_un_popolo	declino_della_civilta	Cancellazione di un popolo	Declino della civiltà	1	1
0.6263		dense	drop	identita_con_il_nemico	memoria_e_confronto_con_i_morti	Identità con il nemico	Memoria e confronto con i morti	1	1
0.6263	0.3333	dense+lexical	drop	continuita_umana	natura_umana	Continuità umana	Natura umana	1	1
0.6262		dense	drop	potere_e_violenza_politica	sogno_del_filosofo_re	Potere e violenza politica	Il filosofo al potere	1	1
0.6261		dense	drop	accettazione_di_se_stessi	morte_propria	Accettazione di sé	La propria morte	1	1
0.6259		dense	drop	autoformazione	trasformazione_di_antinoo__theme	Autoformazione	Trasformazione e maturazione	1	1
0.6248	0.3333	dense+lexical	drop	mimesi_del_potere	morte_e_potere	Mimesi del potere	Morte e potere	1	1
0.6248		dense	drop	coraggio	corpo	Il coraggio	Il corpo	1	1
0.6246		dense	drop	memoria_e_somiglianza	nostalgia_e_malinconia_del_desiderio	Memoria e somiglianza	Nostalgia e malinconia	1	1
0.6246		dense	drop	accettazione_di_se_stessi	autoconoscenza_prima_della_morte	Accettazione di sé	Autoconoscenza e morte	1	1
0.6243		dense	drop	amore_eroico	peso_dell_amore	Amore eroico	Il peso dell'amore	3	1
0.6242		dense	drop	colpa_e_intenzione	piacere_e_adulazione	Colpa e intenzione	Piacere e adulazione	1	1
0.6240	0.3333	dense+lexical	drop	morte_e_potere	sete_di_potere	Morte e potere	Sete di potere	1	1
0.6239		dense	drop	autoconoscenza_prima_della_morte	magia_e_morte_rituale	Autoconoscenza e morte	Magia e morte rituale	1	1
0.6238		dense	drop	identita_e_autoconoscenza	lusso_e_perdita_dell_identita	Identità e autoconoscenza	Lusso e perdita dell'identità	1	1
0.6238		dense	drop	potere_e_moderazione	sogno_del_filosofo_re	Potere e moderazione	Il filosofo al potere	1	1
0.6237		dense	drop	lutto_anticipato	lutto_per_plotina	Lutto anticipato	Lutto e intimità spirituale	1	1
0.6234		dense	drop	potere_e_successione	profezia_e_destino	Potere e successione	Profezia e destino	1	1
0.6234		dense	drop	lutto_per_antinoo	sonno	Il lutto	Il sonno	9	3
0.6234		dense	drop	lutto_per_antinoo__theme	sonno	Il lutto	Il sonno	9	3
0.6230		dense	drop	immortalita_di_roma	roma_eterna_e_ordine_del_mondo	Immortalità di Roma	Roma eterna e ordine del mondo	1	1
0.6230		dense	drop	amore_e_luogo_natio	amore_e_volutta	Amore e luogo natio	Amore e voluttà	1	1
0.6230		dense	drop	inadeguatezza_del_linguaggio_della_morte	morte_propria	Inadeguatezza del linguaggio della morte	La propria morte	2	1
0.6227		dense	drop	amicizia_e_fedelta	contatto_e_conoscenza	Amicizia e fedeltà	Contatto e conoscenza	1	1
0.6226		dense	drop	diritto_e_usanza	morte_e_risurrezione	Diritto e usanza	Morte e risurrezione	1	1
0.6223		dense	drop	anima_e_corpo	liberta_e_identita	Anima e corpo	Libertà e identità	1	1
0.6222		dense	drop	amicizia_e_fedelta	bellezza_e_virtu	Amicizia e fedeltà	Bellezza e virtù	1	1
0.6222		dense	drop	morte_e_potere	sogno_del_filosofo_re	Morte e potere	Il filosofo al potere	1	1
0.6221		dense	drop	colpa_e_responsabilita	corpo_e_malattia	Colpa e responsabilità	Corpo e malattia	1	2
0.6221		dense	drop	corpo_e_anima	protezione_di_adriano_verso_antinoo	Corpo e anima	Protezione e cura	1	1
0.6220		dense	drop	amore_e_perdita	lusso_e_perdita_dell_identita	Amore e perdita	Lusso e perdita dell'identità	1	1
0.6219		dense	drop	morte_e_potere	rinuncia_e_morte_come_liberazione	Morte e potere	Rinuncia e morte come liberazione	1	1
0.6219		dense	drop	anima_e_corpo	protezione_di_adriano_verso_antinoo	Anima e corpo	Protezione e cura	1	1
0.6218		dense	drop	ambizione_e_calcolo	potere_e_moderazione	Ambizione e calcolo	Potere e moderazione	1	1
0.6217		dense	drop	ordine_cosmico	ordine_nello_stato	Ordine cosmico	Ordine e disciplina	1	1
0.6216		dense	drop	amore	famiglia	L'amore	La famiglia	3	1
0.6216		dense	drop	intesa_politica_adriano_plotina_attiano	potere_e_violenza_politica	Intesa politica e complicità	Potere e violenza politica	1	1
0.6213		dense	drop	amore_e_incontro	corpo_e_anima	Amore e incontro	Corpo e anima	1	1
0.6211		dense	drop	bonta	giovinezza_come_eta_rozza	La bontà	La giovinezza	1	1
0.6211		dense	drop	autoconoscenza_prima_della_morte	morte_e_putrefazione	Autoconoscenza e morte	Morte e putrefazione	1	1
0.6210		dense	drop	morte	schiavitu	La morte	La schiavitù	11	1
0.6210	0.3333	dense+lexical	drop	potere_e_successione	successione_adottiva	Potere e successione	Successione adottiva	1	1
0.6209		dense	drop	amore_e_perdita	lutto_per_plotina	Amore e perdita	Lutto e intimità spirituale	1	1
0.6209	0.3333	dense+lexical	drop	conformismo_e_identita	identita_composita	Conformismo e identità	Identità composita	1	1
0.6208		dense	drop	colpa_e_responsabilita	diritto_e_riforma	Colpa e responsabilità	Diritto e riforma	1	1
0.6206	0.3333	dense+lexical	drop	identita_composita	liberta_e_identita	Identità composita	Libertà e identità	1	1
0.6204		dense	drop	governo_e_giustizia	pace_e_guerra	Governo e giustizia	Pace e guerra	1	1
0.6203		dense	drop	amore_e_dipendenza	amore_e_luogo_natio	Amore e dipendenza	Amore e luogo natio	1	1
0.6203		dense	drop	morte_e_putrefazione	trasformazione_di_antinoo__theme	Morte e putrefazione	Trasformazione e maturazione	1	1
0.6202		dense	drop	continuita_umana	memoria_e_immortalita	Continuità umana	Memoria e immortalità	1	6
0.6202	0.3333	dense+lexical	drop	diplomazia_e_pace	pace_romana	Diplomazia e pace	La pace romana	1	1
0.6198		dense	drop	bellezza_e_virtu	corpo_e_anima	Bellezza e virtù	Corpo e anima	1	1
0.6196		dense	drop	piacere_e_adulazione	rivalita_e_umiliazione	Piacere e adulazione	Rivalità e umiliazione	1	1
0.6195		dense	drop	bellezza_e_arte	corpo_e_spirito	Bellezza e arte	Corpo e spirito	1	1
0.6194		dense	drop	famiglia	felicita	La famiglia	La felicità	1	2
0.6194		dense	drop	corpo	i_sogni	Il corpo	I sogni	1	1
0.6192		dense	drop	colpa_e_ingratitudine	rivalita_e_umiliazione	Colpa e ingratitudine	Rivalità e umiliazione	1	1
0.6192		dense	drop	amore_e_potere	sete_di_potere_e_gloria	Amore e potere	Sete di potere e gloria	1	1
0.6192		dense	drop	cultura_e_memoria	urbanizzazione_e_civilta	Cultura e memoria	Urbanizzazione e civiltà	1	1
0.6191		dense	drop	anima_e_corpo	bellezza_e_virtu	Anima e corpo	Bellezza e virtù	1	1
0.6191		dense	drop	diritto_e_giustizia	pace_e_guerra	Diritto e giustizia	Pace e guerra	1	1
0.6186		dense	drop	astinenza_e_liberta	piacere_e_distrazione	Astinenza e libertà	Piacere e distrazione	1	1
0.6185	0.3333	dense+lexical	drop	pace_e_guerra	pace_romana	Pace e guerra	La pace romana	1	1
0.6184		dense	drop	colpa_e_ingratitudine	nostalgia_e_malinconia_del_desiderio	Colpa e ingratitudine	Nostalgia e malinconia	1	1
0.6184	0.3333	dense+lexical	drop	identita_composita	memoria_e_identita	Identità composita	Memoria e identità	1	1
0.6183		dense	drop	legame_adriano_antinoo	liberta_e_servaggio	Legame e devozione	Libertà e servaggio	1	1
0.6182		dense	drop	antipatia_di_traiano_verso_adriano	rivalita_e_umiliazione	Antipatia e diffidenza	Rivalità e umiliazione	1	1
0.6180		dense	drop	distacco_da_antiochia	nostalgia_e_malinconia_del_desiderio	Distacco e disincanto	Nostalgia e malinconia	1	1
0.6180		dense	drop	disciplina	formazione	Disciplina e ordine	Formazione	1	1
0.6177		dense	drop	declino_del_potere	potere_e_violenza_politica	Declino del potere	Potere e violenza politica	1	1
0.6176		dense	drop	grecia_vs_roma	identita_di_roma_e_dell_impero	Grecia e Roma	Identità di Roma e dell'impero	1	1
0.6174		dense	drop	perdita_delle_capacita_fisiche	perdita_politica	Perdita delle capacità fisiche	Perdita politica	1	1
0.6173		dense	drop	famiglia	giovinezza_come_eta_rozza	La famiglia	La giovinezza	1	1
0.6173		dense	drop	anima_e_corpo	natura_umana	Anima e corpo	Natura umana	1	1
0.6173		dense	drop	devozione	divinita_umana	Devozione	Divinità umana	1	1
